FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,is_phishing,domain,registered_domain,ip_addresses,name_servers
807766.txt,https://www.showbusinessweekly.com,33,www.showbusinessweekly.com,26,0,com,100.0,1.0,0.5229071,0.053111283,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1058,9381,1,showbusinessweekly,100.0,100.0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,22,9,10,48,0,68,1,0,www.showbusinessweekly.com,showbusinessweekly.com,['160.153.0.186'],"['ns65.domaincontrol.com', 'ns66.domaincontrol.com']"
896168.txt,https://www.8thfloorimprov.com,29,www.8thfloorimprov.com,22,0,com,100.0,1.0,0.5229071,0.056545582,3,1,0,0,0.0,15,0.517,1,0.034,0,0,0,1,0.034,1,728,13953,1,8thfloorimprov,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16,2,11,13,3,8,1,0,www.8thfloorimprov.com,8thfloorimprov.com,"['198.185.159.144', '198.49.23.145', '198.49.23.144', '198.185.159.145']","['ns1.hover.com', 'ns2.hover.com']"
713131.txt,https://www.whistlemuseum.com,28,www.whistlemuseum.com,21,0,com,100.0,1.0,0.5229071,0.056574924,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,730,2179,1,whistlemuseum,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,10,14,175,0,185,1,0,www.whistlemuseum.com,whistlemuseum.com,['5.100.249.241'],"['ns3.linuxisrael.co.il', 'ns4.linuxisrael.co.il']"
494188.txt,https://www.art.org.il,21,www.art.org.il,14,0,il,100.0,0.571428571,0.0013543,0.064956039,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,343,4182,1,artorg,0.0,0.0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,1,3,22,22,56,1,57,1,0,www.art.org.il,art.org.il,['67.209.113.189'],"['ashton.ns.cloudflare.com', 'dahlia.ns.cloudflare.com']"
611790.txt,https://www.hbam.com,19,www.hbam.com,12,0,com,100.0,1.0,0.5229071,0.06084767,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,409,1385,1,hbam,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,12,2,7,44,0,6,1,0,www.hbam.com,hbam.com,['34.149.87.45'],"['ns15.worldnic.com', 'ns16.worldnic.com']"
576903.txt,https://www.flashgamesempire.net,31,www.flashgamesempire.net,24,0,net,100.0,1.0,0.0384199,0.059639649,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,3670,4167,1,flashgamesempire,100.0,100.0,1,0,0,0,0,0,90,9,0,1,1,1,0,0,0,0,1,58,4,14,469,0,702,1,0,www.flashgamesempire.net,flashgamesempire.net,['142.251.12.121'],"['ns-cloud-e3.googledomains.com', 'ns-cloud-e2.googledomains.com', 'ns-cloud-e1.googledomains.com', 'ns-cloud-e4.googledomains.com']"
mw120460.txt,http://www.monobixisist-monotavigeless-underaparession.biz,57,www.monobixisist-monotavigeless-underaparession.biz,51,0,biz,24.57466919,0.372093023,0.0017975,0.061264143,3,1,0,0,0.0,43,0.754,0,0.0,0,0,0,3,0.053,0,2,67,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.monobixisist-monotavigeless-underaparession.biz,monobixisist-monotavigeless-underaparession.biz,[],[]
658485.txt,https://www.platinumhayat.com,28,www.platinumhayat.com,21,0,com,100.0,1.0,0.5229071,0.056637088,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,735,2097,1,platinumhayat,100.0,100.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,56,25,29,29,0,35,1,0,www.platinumhayat.com,platinumhayat.com,[],[]
56045.txt,https://www.mauicounty.gov,25,www.mauicounty.gov,18,0,gov,100.0,1.0,0.0033282,0.058524097,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2603,1060,1,mauicounty,100.0,100.0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,20,9,18,77,0,8,1,0,www.mauicounty.gov,mauicounty.gov,"['172.64.154.126', '104.18.33.130']","['dns1.hawaii.edu', 'comdns2.co.maui.hi.us', 'comdns1.co.maui.hi.us', 'dns2.hawaii.edu', 'dns4.hawaii.edu']"
8045356.txt,http://kstrengtho.cyou/stuartui.php,35,kstrengtho.cyou,15,0,cyou,29.71498944,1.0,4.18e-05,0.051046125,4,0,0,0,0.0,25,0.714,0,0.0,0,0,0,3,0.086,0,26,75,1,kstrengthostuartuiphp,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,kstrengtho.cyou,kstrengtho.cyou,[],[]
590153.txt,https://www.moseseyecare.com,27,www.moseseyecare.com,20,0,com,100.0,1.0,0.5229071,0.074195392,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,751,4200,1,moseseyecare,100.0,100.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,9,15,10,138,3,148,1,0,www.moseseyecare.com,moseseyecare.com,"['172.67.144.57', '104.21.28.43']","['hugh.ns.cloudflare.com', 'alla.ns.cloudflare.com']"
oph00094.txt,http://my-business-107330-106976.square.site/,45,my-business-107330-106976.square.site,37,0,site,44.98481412,0.46875,0.0017656,0.034622822,4,1,0,0,0.0,20,0.444,12,0.267,0,0,0,6,0.133,0,13,129,1,my-business-107330-106976square,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,my-business-107330-106976.square.site,square.site,"['74.115.51.4', '74.115.51.5']","['ns-1816.awsdns-35.co.uk', 'ns-311.awsdns-38.com', 'ns-810.awsdns-37.net', 'ns-1248.awsdns-28.org']"
389451.txt,https://www.scrabble.org.au,26,www.scrabble.org.au,19,0,au,100.0,0.75,0.0100856,0.060361933,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,436,423,1,scrbbleorg,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,2,0,5,0,15,1,0,www.scrabble.org.au,scrabble.org.au,['139.99.121.239'],"['ns2.halcyondigitalhost.com', 'ns1.halcyondigitalhost.com', 'ns106.halcyondigitalhost.com']"
mw74862.txt,http://www.successvideo.today,28,www.successvideo.today,22,0,today,60.97654748,1.0,0.0001604,0.062455597,5,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,2,2826,1,successvideo,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,www.successvideo.today,successvideo.today,[],[]
445680.txt,https://www.beaglesandbargains.com,33,www.beaglesandbargains.com,26,0,com,100.0,1.0,0.5229071,0.060362996,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,791,4304,1,beaglesandbargains,100.0,100.0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,44,12,14,102,0,113,1,0,www.beaglesandbargains.com,beaglesandbargains.com,['207.241.198.4'],"['ns1.bigscoots.com', 'ns2.bigscoots.com']"
8071057.txt,http://u1965047.plsk.regruhosting.ru/239/,41,u1965047.plsk.regruhosting.ru,29,0,ru,32.12061295,0.769230769,0.0180132,0.032304253,2,2,0,0,0.0,19,0.463,10,0.244,0,0,0,5,0.122,0,67,151,1,u1965047plskreghosting239,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,u1965047.plsk.regruhosting.ru,regruhosting.ru,[],"['ns2.reg.ru', 'ns1.reg.ru']"
oph04982.txt,https://pelargomorphaes.live/,29,pelargomorphaes.live,20,0,live,49.95238095,1.0,0.0003718,0.059996752,4,0,0,0,0.0,19,0.655,0,0.0,0,0,0,2,0.069,1,119,2216,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pelargomorphaes.live,pelargomorphaes.live,[],[]
43721.txt,https://www.talkify.net,22,www.talkify.net,15,0,net,100.0,1.0,0.0384199,0.048238432,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,805,326,1,talkify,100.0,100.0,1,0,1,0,0,1,1,5,0,1,0,0,0,0,0,0,0,4,6,2,38,0,17,1,0,www.talkify.net,talkify.net,['52.232.79.166'],"['ns3-04.azure-dns.org', 'ns2-04.azure-dns.net', 'ns1-04.azure-dns.com', 'ns4-04.azure-dns.info']"
465401.txt,https://www.universitystudy.ca,29,www.universitystudy.ca,22,0,ca,100.0,1.0,0.0101825,0.047617467,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,473,9381,1,universitystudy,100.0,100.0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,32,11,24,53,1,69,1,0,www.universitystudy.ca,universitystudy.ca,"['172.67.168.59', '104.21.26.59']","['diva.ns.cloudflare.com', 'lou.ns.cloudflare.com']"
614462.txt,https://www.yeltons.com,22,www.yeltons.com,15,0,com,100.0,1.0,0.5229071,0.06575871,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2717,27300,1,yeltons,100.0,100.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,66,13,20,92,1,18,1,0,www.yeltons.com,yeltons.com,['23.227.38.74'],"['ns60.worldnic.com', 'ns59.worldnic.com']"
236712.txt,https://www.hurpass.com,22,www.hurpass.com,15,0,com,100.0,1.0,0.5229071,0.056747187,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,238,466,1,hurpass,100.0,100.0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,1,0,1,4,4,9,10,1,3,1,0,www.hurpass.com,hurpass.com,['83.66.162.77'],"['ns-1395.awsdns-46.org', 'ns-1951.awsdns-51.co.uk', 'ns-726.awsdns-26.net', 'ns-383.awsdns-47.com']"
mw214200.txt,http://www.anchormarineqroup.com,32,www.anchormarineqroup.com,25,0,com,70.64522779,1.0,0.5229071,0.063786097,3,1,0,0,0.0,20,0.625,0,0.0,0,0,0,1,0.031,0,9,50,1,anchormarineqroup,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.anchormarineqroup.com,anchormarineqroup.com,[],[]
386089.txt,https://www.sydneytowereye.com.au,32,www.sydneytowereye.com.au,25,0,au,100.0,0.833333333,0.0100856,0.060616234,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,2998,2592,1,sydneytowereyecom,0.0,0.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,122,2,16,125,0,11,1,0,www.sydneytowereye.com.au,sydneytowereye.com.au,['150.171.110.101'],"['ns2-03.azure-dns.net', 'ns1-03.azure-dns.com', 'ns4-03.azure-dns.info', 'ns3-03.azure-dns.org']"
577200.txt,https://www.trot.to,18,www.trot.to,11,0,to,100.0,1.0,0.0008962,0.065931321,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,901,946,1,ro,50.0,50.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,10,17,35,34,1,13,1,0,www.trot.to,trot.to,['198.202.211.1'],"['ns-cloud-a1.googledomains.com', 'ns-cloud-a2.googledomains.com', 'ns-cloud-a3.googledomains.com', 'ns-cloud-a4.googledomains.com']"
767583.txt,https://www.ampliasecurity.com,29,www.ampliasecurity.com,22,0,com,100.0,1.0,0.5229071,0.060933433,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,529,316,1,ampliasecurity,100.0,100.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,3,6,9,60,3,23,1,0,www.ampliasecurity.com,ampliasecurity.com,['155.133.129.140'],"['ns17.domaincontrol.com', 'ns18.domaincontrol.com']"
8068047.txt,https://80w19v.cn/amopewhe/campero/?_t=1678393119090,52,80w19v.cn,9,0,cn,18.40220386,0.5,0.0033218,0.031804938,2,0,0,0,0.0,20,0.385,17,0.327,1,1,0,5,0.135,1,22,83,1,80w19vamopewhecampero?_t=1678393119090,0.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,80w19v.cn,80w19v.cn,"['172.67.173.143', '104.21.30.195']","['jermaine.ns.cloudflare.com', 'macy.ns.cloudflare.com']"
718174.txt,https://www.bocra.org.bw,23,www.bocra.org.bw,16,0,bw,100.0,0.666666667,2.31e-05,0.061908088,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,1128,4449,1,ocraorg,0.0,0.0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,8,25,25,96,1,19,1,0,www.bocra.org.bw,bocra.org.bw,['213.193.44.222'],"['ns1.btc.bw', 'ns1.botsnet.bw', 'ns2.botsnet.bw', 'ns3.botsnet.bw']"
78972.txt,https://www.tykusake.com,23,www.tykusake.com,16,0,com,100.0,1.0,0.5229071,0.053433567,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,727,603,1,tykusake,100.0,100.0,1,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,1,59,7,13,1,2,6,1,0,www.tykusake.com,tykusake.com,['34.174.212.105'],"['ns1.siteground.net', 'ns2.siteground.net']"
816994.txt,https://www.bitfighter.org,25,www.bitfighter.org,18,0,org,100.0,1.0,0.0799628,0.053536525,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,293,298,1,bitfighter,100.0,100.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,13,2,42,0,8,1,0,www.bitfighter.org,bitfighter.org,['107.175.92.56'],"['dns2.registrar-servers.com', 'dns1.registrar-servers.com']"
110144.txt,https://www.shepscenter.unc.edu,30,www.shepscenter.unc.edu,23,0,edu,100.0,0.8,0.0115013,0.059885486,3,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,868,18988,1,shepscenterunc,0.0,0.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,20,46,59,3,65,1,0,www.shepscenter.unc.edu,unc.edu,['152.2.195.168'],"['ns-01.mcnc.org', 'ns2.unc.edu', 'ns.unc.edu', 'ns-02.mcnc.org']"
mw81205.txt,http://www.lkor.com,18,www.lkor.com,12,0,com,77.08333333,1.0,0.5229071,0.066425209,3,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,2,318,1,lkor,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.lkor.com,lkor.com,"['15.197.225.128', '3.33.251.168']","['ns19.domaincontrol.com', 'ns20.domaincontrol.com']"
33337.txt,https://www.spiked-online.com,28,www.spiked-online.com,21,0,com,100.0,0.538461538,0.5229071,0.061996969,3,1,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1323,2029,1,spiked-online,100.0,100.0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,43,4,10,237,3,220,1,0,www.spiked-online.com,spiked-online.com,"['104.26.10.95', '104.26.11.95', '172.67.73.75']","['coby.ns.cloudflare.com', 'thea.ns.cloudflare.com']"
452404.txt,https://www.himmel.at,20,www.himmel.at,13,0,at,100.0,1.0,0.0038776,0.060641504,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,538,9381,1,himmel,100.0,100.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,28,16,25,67,0,61,1,0,www.himmel.at,himmel.at,['193.81.82.114'],"['dns2.a1.net', 'dns3.a1.net', 'dns1.a1.net']"
8008666.txt,https://hatchpack.com.mx/,24,hatchpack.com.mx,16,0,mx,70.26654412,0.769230769,0.0017218,0.053905601,2,1,0,0,0.0,14,0.583,0,0.0,0,0,0,2,0.083,1,9,100,1,hatchpackcom,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,hatchpack.com.mx,hatchpack.com.mx,[],[]
545786.txt,https://www.isdistribution.com,29,www.isdistribution.com,22,0,com,100.0,1.0,0.5229071,0.059783265,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,548,7517,1,isdistribution,100.0,100.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,10,1,6,0,1,1,1,0,www.isdistribution.com,isdistribution.com,['162.159.129.73'],"['ns2.elite.uk', 'ns3.elite.uk', 'ns1.elite.uk']"
704321.txt,https://www.discmakers.com,25,www.discmakers.com,18,0,com,100.0,1.0,0.5229071,0.063629593,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1345,455,1,discmakers,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,39,17,29,236,0,24,1,0,www.discmakers.com,discmakers.com,"['104.18.19.41', '104.18.18.41']","['rose.ns.cloudflare.com', 'christian.ns.cloudflare.com']"
mw78197.txt,http://www.dronerc.it,20,www.dronerc.it,14,0,it,82.18181818,1.0,0.012178,0.06749427,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,9,73,1,dronerc,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,www.dronerc.it,dronerc.it,['37.187.213.54'],"['ns1.th.seeweb.it', 'ns2.th.seeweb.it']"
543435.txt,https://www.idsurfaces.co.uk,27,www.idsurfaces.co.uk,20,0,uk,100.0,0.846153846,0.028555,0.058795335,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,3284,1885,1,idsrfacesco,0.0,0.0,0,0,1,0,0,1,0,3,0,1,1,1,1,0,0,0,1,45,1,9,649,0,634,1,0,www.idsurfaces.co.uk,idsurfaces.co.uk,"['104.21.78.43', '172.67.216.4']","['venkat.ns.cloudflare.com', 'angelina.ns.cloudflare.com']"
mw204133.txt,http://www.sopisconews.online,28,www.sopisconews.online,22,0,online,60.36387264,1.0,0.0008457,0.063397535,6,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,11,82,1,sopisconews,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,www.sopisconews.online,sopisconews.online,['15.206.241.162'],"['ns76.domaincontrol.com', 'ns75.domaincontrol.com']"
mw37437.txt,http://www.microsoftmusic.mrbasic.com,36,www.microsoftmusic.mrbasic.com,30,0,com,58.49222003,0.681818182,0.5229071,0.063934502,3,2,0,0,0.0,23,0.639,0,0.0,0,0,0,2,0.056,0,16,50,1,microsoftmusicmrbasic,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.microsoftmusic.mrbasic.com,mrbasic.com,[],[]
648223.txt,https://www.drkixxgoldman.com,28,www.drkixxgoldman.com,21,0,com,100.0,1.0,0.5229071,0.05056892,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,848,8047,1,drkixxgoldman,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,10,28,22,61,2,66,1,0,www.drkixxgoldman.com,drkixxgoldman.com,['160.153.0.149'],"['ns75.domaincontrol.com', 'ns76.domaincontrol.com']"
8064491.txt,https://roastedtrustygnuassembler.banrebane.repl.co/,52,roastedtrustygnuassembler.banrebane.repl.co,43,0,co,30.06539161,0.65,0.0059772,0.059708332,2,2,0,0,0.0,40,0.769,0,0.0,0,0,0,4,0.077,1,198,869,1,roastedtrustygnuassemblerbanrebanerepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,roastedtrustygnuassembler.banrebane.repl.co,repl.co,[],"['scott.ns.cloudflare.com', 'gabriella.ns.cloudflare.com']"
mw7917.txt,http://www.7stick.biz,20,www.7stick.biz,14,0,biz,47.90123457,1.0,0.0017975,0.043689746,3,1,0,0,0.0,7,0.35,1,0.05,0,0,0,1,0.05,0,2,28,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.7stick.biz,7stick.biz,[],[]
883248.txt,https://www.powersportz.tv,25,www.powersportz.tv,18,0,tv,100.0,1.0,0.0019696,0.054163757,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1552,879,1,powersporz,0.0,0.0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,66,34,26,153,0,15,1,0,www.powersportz.tv,powersportz.tv,"['15.207.242.215', '13.205.241.110']","['ns-32.awsdns-04.com', 'ns-1351.awsdns-40.org', 'ns-830.awsdns-39.net', 'ns-1658.awsdns-15.co.uk']"
105703.txt,https://www.bbcstudios.com,25,www.bbcstudios.com,18,0,com,100.0,1.0,0.5229071,0.057299976,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,515,4186,1,bbcstudios,100.0,100.0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,9,1,8,40,0,28,1,0,www.bbcstudios.com,bbcstudios.com,['23.58.11.16'],"['asia.ns04-bbcstudios.com', 'us.ns04-bbcstudios.com', 'eu.ns04-bbcstudios.com', 'aus.ns04-bbcstudios.com']"
mw59467.txt,http://www.gawabservice.com,26,www.gawabservice.com,20,0,com,71.28027682,1.0,0.5229071,0.06028653,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,481,1,gawabservice,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.gawabservice.com,gawabservice.com,[],[]
8048743.txt,https://bcactuverhen.firebaseapp.com/,37,bcactuverhen.firebaseapp.com,28,0,com,64.45501387,0.541666667,0.5229071,0.058382272,3,1,0,0,0.0,26,0.703,0,0.0,0,0,0,3,0.081,1,14,100,1,bcactuverhenfirebaseapp,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,bcactuverhen.firebaseapp.com,firebaseapp.com,['199.36.158.100'],"['ns-cloud-c2.googledomains.com', 'ns-cloud-c1.googledomains.com', 'ns-cloud-c4.googledomains.com', 'ns-cloud-c3.googledomains.com']"
mw166092.txt,http://www.iamzrfv.info,23,www.iamzrfv.info,16,0,info,65.5982906,1.0,0.0075051,0.0488362,4,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,32,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.iamzrfv.info,iamzrfv.info,['216.218.185.162'],[]
620013.txt,https://www.luckygirlfinds.com,29,www.luckygirlfinds.com,22,0,com,100.0,1.0,0.5229071,0.048137231,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,791,1901,1,luckygirlfinds,100.0,100.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,39,52,85,1,91,1,0,www.luckygirlfinds.com,luckygirlfinds.com,['35.212.63.31'],"['ns1.siteground.net', 'ns2.siteground.net']"
511668.txt,https://www.engenhariaeconstrucao.com,36,www.engenhariaeconstrucao.com,29,0,com,100.0,1.0,0.5229071,0.069288641,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,2862,4584,1,engenhariaenstrucao,0.0,0.0,1,0,0,0,0,0,0,8,0,1,1,1,0,0,0,0,0,27,3,11,282,0,321,1,0,www.engenhariaeconstrucao.com,engenhariaeconstrucao.com,['74.125.24.121'],"['ns63.domaincontrol.com', 'ns64.domaincontrol.com']"
8082628.txt,http://www.rakutan-card.kckenoh.cn/,35,www.rakutan-card.kckenoh.cn,27,0,cn,54.03276623,0.4,0.0033218,0.057036214,2,2,0,0,0.0,20,0.571,0,0.0,0,0,0,4,0.114,0,13,71,1,rakutan-cardkckenoh,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,www.rakutan-card.kckenoh.cn,kckenoh.cn,[],[]
658697.txt,https://www.prettyfunnynicole.com,32,www.prettyfunnynicole.com,25,0,com,100.0,1.0,0.5229071,0.056805784,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,529,4852,1,prettyfunnynile,0.0,0.0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,3,6,12,21,0,2,1,0,www.prettyfunnynicole.com,prettyfunnynicole.com,[],[]
240786.txt,https://www.bam.ac.uk,20,www.bam.ac.uk,13,0,uk,100.0,0.666666667,0.028555,0.058708495,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,3015,401,1,bamac,0.0,0.0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,35,14,13,164,24,150,1,0,www.bam.ac.uk,bam.ac.uk,"['104.21.66.200', '172.67.207.59']","['saanvi.ns.cloudflare.com', 'vick.ns.cloudflare.com']"
590577.txt,https://www.artworksbyjulia.com,30,www.artworksbyjulia.com,23,0,com,100.0,1.0,0.5229071,0.051908162,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,458,181,1,artworksbyjulia,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,5,4,0,1,5,1,0,www.artworksbyjulia.com,artworksbyjulia.com,['173.248.187.40'],"['ns1.mddservices.com', 'ns2.mddservices.com', 'ns3.mddservices.com']"
497653.txt,https://www.vilhelmmoberg.com,28,www.vilhelmmoberg.com,21,0,com,100.0,1.0,0.5229071,0.058470833,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,283,347,1,vilhelmmoberg,100.0,100.0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,1,0,www.vilhelmmoberg.com,vilhelmmoberg.com,"['172.67.182.185', '104.21.18.160']","['aspen.ns.cloudflare.com', 'javier.ns.cloudflare.com']"
8031281.txt,https://blog.summermag.ro/inse.nhpn/ncce.isn.php,47,blog.summermag.ro,17,0,ro,34.35239974,0.714285714,0.001523,0.057588645,2,1,0,0,0.0,32,0.681,0,0.0,0,0,0,7,0.149,1,2,696,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,blog.summermag.ro,summermag.ro,['104.247.81.99'],"['ns1.parkingcrew.net', 'ns2.parkingcrew.net']"
